Número control Encuesta;Zona/ Barrio del Estableciminto;Lugar realización encuesta;Departamento;Tipo: H o R;Nombre hot/rest;Tamaño;Sexo;Edad;Es jefe de hogar;Personas que dependen;Cuántos aportan al hog;Lugar nacimiento código;Otro país. Especificar;Año llegó Uruguay última vez;Nivel educ formal;Asiste ed formal;Nombre centro ed;Alguno de los estudios que;Especifique si es otro;Realizó cursos rel con cargo;Han sido pagados por;Especifique quien pagó;Total horas de cursos;Tiene otro trabajo;Sector del otro trab;Especifique sin no es turismo;Tipo contrato;Término del contrato;Especifique meses/u otro término;Contrato por empresa para la que hace tarea;Está en caja;Aporta por 100% salario;Si no en caja: goza benef;Tipo horario;Especifique tipo horario;Criterio día libre;Horas que trabaja en la semana;Razón empleo es parcial;Especifique razón;Trabaja todos meses del año;Cual es el motivo prinicpal por el que no trabaja todos los;Otro motivo. Especificar;En este empleo pertenece a un sindicato;Conoce usted los beneficios de la neg colect;Codigo Sección o depto trabaja;Nombre secciòn o depto donde trabaja;Codigo puesto/cargo de contrato;Nombre puesto/cargo de contrato;Otro Especificar ;Realiza tareas diferentes puestos;Antigüedad AÑOS;Además del tiempo que lleva en esta;Años;Si no tiene experiencia..Ramo de donde proviene;Especificar ramo;Cuál es la Principal razón trabaja en rubro;Especifique razón estar en rubro;Salario mensual sin propina;Rango sal mens sin propina;Cuánto gana hora/día;Propina mes/temp alta;Propina mes/temp baja;No cobra propina;Estoy activamente buscando otras;El año que viene voy a  buscar otro trabajo;Voy a cambiar de trabajo a primera oportunidad;Tengo la intención de renunciar;Motivo principal por el que está buscando;Otro. Especificar;Me sentiría culpable;Siento una responsabilidad;Si tuviera una oferta;Creo que no podría;Aunque fuera ventajoso;Esta empresa se merece;Sería muy feliz si;Realmente siento los;Esta empresa significa;En esta empresa me;Siento amor por mi empresa;Me gusta la tarea que ;Estoy satisfecho con las posibilidades;Estoy satisfecho con mi trabajo;Mi salario me satisface;Estoy satisfecho con cantidad de horas;Limpieza, iluminación ventilación;El entorno físico y el espacio;Los medios materiales que tengo;En mi empresa tengo satisfactorias oportunidades;Estoy satisfecho con la formación;La forma en que se lleva a cabo la negociación;La supervisión que ejercen sobre mí;Estoy satisfecho de cómo mi empresa cumple el convenio;Estoy satisfecho con la estabilidad;Estoy satisfecho con el grado de participación;Me gusta la forma en que mis superiores juzgan;Me satisface mi capacidad actual;Mi empresa me trata con buena jusicia;Estoy contento con el apoyo;Me satisface mi actual grado;Estoy satisfecho con las relaciones;Estoy satisfecho con los incentivos;Estoy contento con el nivel;Estoy satisfecho con mi jornada;Estoy satisfecho con las normas de seguridad;En resumen
285;PUNTA DEL ESTE ;TRABAJO;2;1;JEAN CLEVERS;50;2;42;2;1;1;1;99; ;6;2;99;6;ESCUELA DE HOTELERIA. TECNICO SUP. HOTELERIA;1;234;99;108;2;99;99;1;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;13;1;2;99;NULL;4;LA VIDA LA LLEVO;NULL;8;NULL;NULL;NULL;99;4;4;3;4;7;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;99;1;0;1;1;1;1;0;1;0;1;0;0;1
286;PUNTA DEL ESTE ;TRABAJO;2;1;JEAN CLEVERS;50;2;54;2;0;1;1;99; ;3;2;99;7;NULL;1;6;MUNICIPAL;36;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;17;Habitaciones Ama de llaves;17.5.;Gobernanta-Jefe de ama de llaves   ;;3;17;2;99;1;NULL;4;ASI SE DIO;NULL;7;NULL;NULL;NULL;99;1;2;3;1;2;99;1;4;2;3;1;5;3;1;4;4;4;1;1;1;1;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
287;PUNTA DEL ESTE ;TRABAJO;2;1;JEAN CLEVERS;50;1;56;1;3;2;1;99;1990;2;2;99;7;NULL;1;2;99;29;2;99;99;1;7;NULL;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;5;18;1;22;99;NULL;1;99;NULL;7;NULL;6200;NULL;NULL;1;1;1;1;NULL;99;3;4;1;1;1;5;5;4;5;5;5;1;1;1;1;1;1;1;1;1;0;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
288;PUNTA DEL ESTE ;TRABAJO;2;1;2122;40;1;31;1;1;1;1;99; ;8;1;DOCENTE;6;UNIVERSIDAD FRANCISCO DE ASIS. LICENCIATURA EN TURISMO;1;13;99;20;1;2;DOCENTE Y ACESOR TURISTICO;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;NULL;2;1;18;Habitaciones Reservas;18.1.;Asistente de reservas     ;;4;1;1;11;99;NULL;1;99;NULL;8;NULL;NULL;NULL;99;1;1;1;1;NULL;99;1;1;3;3;3;5;3;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
289;PUNTA DEL ESTE ;TRABAJO;2;1;2122;40;2;39;2;0;1;1;99;1991;3;2;99;7;NULL;1;4;99;96;2;99;99;2;1;99;1;1;1;99;2;NULL;1;40;4;ASI ARREGLARON;1;99;NULL;2;1;8;Contabilidad y finanzas - apoyo;8.3.;Administrativo contable /financiero     ;;1;5;1;12;99;NULL;4;SE ABOCO A LA ADMINISTRACION Y NO QUERIA TRABAJAR EN LO PUBLICO ;NULL;7;NULL;NULL;NULL;99;1;1;1;1;NULL;99;1;3;3;1;3;3;3;1;3;3;3;1;1;1;1;1;1;1;1;0;0;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
290;PUNTA DEL ESTE ;TRABAJO;2;1;2122;40;2;35;2;1;1;1;99; ;4;2;99;6;UTU PEQUEÑAS Y MEDIANAS EMPRESAS;1;3;99;1000;2;99;99;2;1;99;1;1;1;99;4;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;6;2;99;1;NULL;3;99;NULL;7;NULL;5250;1750;NULL;1;3;2;3;2;99;3;3;1;1;1;3;3;2;3;4;3;1;1;1;1;1;1;1;1;0;0;99;0;1;1;1;0;1;1;0;1;0;0;0;1;1;1
291;PUNTA DEL ESTE ;TRABAJO;2;1;2122;40;2;42;1;1;1;1;99; ;2;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;3;NULL;2;44;99;99;1;99;NULL;2;1;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;1;5;1;1;99;NULL;1;99;NULL;6;NULL;NULL;NULL;99;1;1;1;1;NULL;99;3;3;5;5;5;5;5;3;5;5;5;1;1;1;1;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
292;PUNTA DEL ESTE ;TRABAJO;2;1;CONCORDE;36;1;42;1;4;2;2;NULL;2018;8;2;99;6;LICENCIATURA ESCUELA DE NEGOCIOS DE HOTELERIA, ;1;23;99;578;2;99;99;2;2;12;2;1;1;99;5;NULL;1;48;99;99;1;99;NULL;2;1;7;Gestión humana - apoyo ;7.3.;Coordinador de Formación/Gestión Humana    ;;2;1;1;15;99;NULL;1;99;NULL;6;NULL;NULL;NULL;99;3;2;1;1;5;99;3;2;3;3;1;5;1;5;5;4;5;1;1;1;0;0;1;1;0;1;0;99;1;0;1;1;1;1;1;1;1;0;0;1;0;0;1
293;PUNTA DEL ESTE ;TRABAJO;2;1;CONCORDE;36;2;40;2;0;1;1;99; ;4;2;99;7;NULL;1;6;INETENDIENCIA;144;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;1;1;8;99;NULL;1;99;NULL;5;NULL;NULL;NULL;99;1;1;1;1;NULL;99;5;5;5;3;5;4;4;1;4;4;4;1;1;1;0;;1;1;1;0;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
294;PUNTA DEL ESTE ;TRABAJO;2;1;CONCORDE;36;2;28;1;1;0;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;4;5;1;2;99;NULL;2;99;NULL;6;NULL;NULL;NULL;99;3;1;4;1;2;99;3;5;1;1;1;3;2;1;3;5;3;1;1;0;;1;;1;1;0;1;99;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1
295;PUNTA DEL ESTE ;TRABAJO;2;1;MIRO;18;1;46;1;4;1;1;99; ;4;2;99;7;NULL;1;23;99;184;2;99;99;1;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;12;Habitaciones Recepción;12.6.;Jefe de recepción     ;;5;5;1;21;99;NULL;4;LA VIDA LO FUE LLEVANDO, ACUMULO EXPERIENCIA Y LE GUSTO. ;NULL;9;NULL;NULL;NULL;99;3;3;2;3;5;99;4;4;2;2;2;5;3;4;4;3;3;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1
296;PUNTA DEL ESTE ;TRABAJO;2;1;MIRO;18;2;42;2;1;1;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;1;5;1;7;99;NULL;4;GUSTO;NULL;4;NULL;NULL;NULL;99;1;3;1;1;1;99;3;3;3;4;3;4;3;4;3;4;4;1;1;1;0;1;1;1;1;1;1;99;1;99;1;1;1;1;1;1;1;1;0;1;1;1;1
297;PUNTA DEL ESTE ;TRABAJO;2;1;SUNSET BEACH;45;1;31;1;3;0;1;99; ;7;2;99;6;TECNICATURA EN TURISMO Y MARKETING ONLINE EUROPA;1;12;99;40;2;99;99;2;1;99;1;1;1;99;6;DISPOSICION DEL HOTEL;1;60;99;99;1;99;NULL;2;1;5;Gerencia general - apoyo;5.2;Gerente general      ;;3;3;2;99;1;NULL;4;GUSTO, OPORTUNIDADES, LUGAR DONDE VIVE;NULL;10;NULL;NULL;NULL;99;1;1;1;1;NULL;99;3;5;1;3;2;5;3;4;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
298;PUNTA DEL ESTE ;TRABAJO;2;1;SUNSET BEACH;45;1;25;2;0;1;1;99; ;5;1;UDE;45;NULL;1;3;99;48;2;99;99;2;1;99;1;1;1;99;4;NULL;1;44;99;99;1;99;NULL;2;2;9;Marketing y ventas - apoyo;9.1.;Ejecutivo de Ventas     ;;1;2;1;5;99;NULL;4;EMPRENDIMIENTO FAMILIAR LO LLEVO A EMPEZAR;NULL;7;NULL;5250;700;NULL;1;1;1;1;NULL;99;4;5;3;5;3;5;3;1;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
299;PUNTA DEL ESTE ;TRABAJO;2;1;SUNSET BEACH;45;1;58;1;5;0;2;NULL;1963;8;2;99;6;ORT, GERENCIA Y RECURSOS HUMANOS;1;2;99;96;1;1;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;1;Mantenimiento;1.5.;Supervisor de Mantenimiento     ;;1;1;1;15;99;NULL;1;99;NULL;7;NULL;NULL;NULL;99;3;4;1;3;5;99;3;5;1;5;5;5;3;5;5;5;5;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
300;PUNTA DEL ESTE ;TRABAJO;2;1;SUNSET BEACH;45;1;24;2;0;2;1;99; ;5;1;UDE;6;TECNICATURA EN GERENCIA;1;3;99;768;2;99;99;2;8;A PRUEBA POR 3 MESES;1;1;1;99;4;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;5;1;1;1;99;NULL;1;99;NULL;5;NULL;NULL;NULL;99;1;3;1;1;8;99;5;5;5;4;3;NULL;3;4;3;5;4;1;1;1;1;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
301;PUNTA DEL ESTE ;TRABAJO;2;1;AMSTERDAM;84;2;46;2;1;1;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;1;7;NULL;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;16;1;2;99;NULL;1;99;NULL;6;NULL;NULL;NULL;99;1;1;1;1;NULL;99;3;3;4;3;3;3;4;5;5;5;4;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
302;PUNTA DEL ESTE ;TRABAJO;2;1;AMSTERDAM;84;1;54;1;2;0;1;99; ;6;2;99;12;NULL;2;99;99;99;2;99;99;1;7;NULL;1;1;1;99;3;NULL;1;48;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;4;16;1;18;99;NULL;4;NO TENIA OTRA OPCION Y SIEMPRE ENGANCHO CON ESTA;NULL;7;NULL;NULL;NULL;99;1;1;1;1;NULL;99;1;1;3;1;1;1;1;3;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
303;PUNTA DEL ESTE ;TRABAJO;2;1;AMSTERDAM;84;2;37;2;1;2;1;99; ;2;2;99;7;NULL;2;99;99;99;2;99;99;1;7;NULL;1;1;1;99;2;NULL;1;44;99;99;2;5;A veces van a unos meses a seguro de paro (ano por medio) falta de clientes;2;1;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;1;13;1;NULL;99;NULL;4;SE DIO LA OPORTINIDAD;NULL;4;NULL;1000;NULL;NULL;1;1;1;1;NULL;99;1;1;3;1;1;5;NULL;3;4;3;5;1;1;1;1;1;1;1;1;0;1;99;1;99;1;1;1;1;1;1;1;1;0;1;1;1;1
304;PUNTA DEL ESTE ;TRABAJO;2;1;AMSTERDAM;84;2;47;1;3;2;1;99; ;4;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;1;10;1;30;99;NULL;4;FUE LO QUE SE DIO;NULL;6;NULL;1000;NULL;NULL;3;1;3;1;1;99;1;1;1;5;1;1;3;3;5;5;3;1;1;0;0;0;0;0;0;0;0;99;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0
305;PUNTA DEL ESTE ;TRABAJO;2;1;REMANSO;56;1;56;1;3;2;1;99; ;4;2;99;6;ORT GERENCIA DE HOTELERIA;1;2;99;24;2;99;99;1;7;NULL;1;1;1;99;4;NULL;1;48;99;99;1;99;NULL;2;1;5;Gerencia general - apoyo;5.2;Gerente general      ;;5;15;1;12;99;NULL;4;EMPEZO DESDE LOS 13 Y SIGUIO;NULL;NULL;NULL;NULL;NULL;99;1;1;1;1;NULL;99;3;5;1;1;1;5;3;5;5;3;5;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
306;PUNTA DEL ESTE ;TRABAJO;2;1;ROMIMAR;57;1;33;1;2;1;2;NULL;1993;7;2;99;6;LICENCIATURA EN ADMINISTRACION DE EMPRESAS EN UCATOLICA;2;99;99;99;1;1;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;2;5;UN PAR DE MESES SEGURO DE PARO  POR OBRAS ;2;2;5;Gerencia general - apoyo;5.2;Gerente general      ;;5;3;2;99;1;NULL;4;EN PUNTA DEL ESTE ES EL RUBRO QUE HAY VINCULADO A SU VIDA;NULL;9;NULL;NULL;NULL;99;3;3;3;1;6;99;3;4;2;2;3;5;2;5;4;3;4;1;1;1;0;1;1;1;1;0;1;99;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1
307;PUNTA DEL ESTE ;TRABAJO;2;1;ROMIMAR;57;2;38;2;1;1;1;99; ;10;1;CCYT;7;NULL;1;36;99;320;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;2;5;SEGURO DE PARO, HOTEL CIERRA UNOS MESES;2;1;17;Habitaciones Ama de llaves;17.5.;Gobernanta-Jefe de ama de llaves   ;;3;4;2;99;1;NULL;4;GUSTO;NULL;8;NULL;NULL;NULL;99;4;4;3;1;1;99;1;2;1;3;5;1;1;4;4;3;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0
308;PUNTA DEL ESTE ;TRABAJO;2;1;ROMIMAR;57;2;58;1;1;0;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;6;FIJO DIURNO EN INVIERNO, FIJO NOCTURNO EN TEMPORADA;1;44;99;99;2;5;ALGUNOS MESES SEGURO DE PARO;2;1;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;4;3;1;15;99;NULL;2;99;NULL;7;NULL;NULL;NULL;99;1;1;1;1;NULL;99;3;2;3;1;2;4;NULL;1;1;1;1;1;NULL;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;1;1;1
309;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;2;30;1;3;1;1;99; ;5;1;CCYT;6;ADMINISTRACION EMPRESAS;2;99;99;99;2;99;99;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;NULL;2;2;14;Habitaciones Áreas públicas;14.2.;Supervisor / coordinador de areas públicas  ;;1;4;1;2;99;NULL;2;99;NULL;7;NULL;NULL;NULL;99;3;3;2;3;5;99;3;4;3;3;1;4;3;2;4;4;4;1;1;0;1;1;1;1;1;0;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
310;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;2;23;2;0;2;1;99; ;7;1;UEDLAR;4;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;4;NULL;2;44;99;99;1;99;NULL;2;1;13;Habitaciones Telefonía;13.1.;Telefonía / operador de telefonía   ;;1;1;2;99;3;NULL;2;99;NULL;7;NULL;1400;NULL;NULL;2;3;2;2;2;99;1;1;2;1;4;4;1;1;3;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1
311;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;2;NULL;1;3;0;1;99; ;5;2;99;6;NULL;1;1;99;20;1;2;NULL;2;1;99;1;1;1;99;3;NULL;1;44;99;99;1;99;NULL;2;1;17;Habitaciones Ama de llaves;17.1.;Asistente de ama de llaves   ;;1;4;2;99;1;NULL;1;99;NULL;8;NULL;NULL;NULL;99;1;NULL;NULL;NULL;NULL;99;NULL;1;3;1;3;1;1;3;3;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;1
312;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;1;NULL;NULL;2;2;1;99; ;3;2;99;7;NULL;1;12;99;20;2;99;99;2;2;NULL;1;1;1;99;5;NULL;1;44;99;99;2;1;99;2;1;2;Seguridad;2.1.;Oficial de Seguridad     ;;1;2;1;6;99;NULL;1;99;NULL;7;NULL;NULL;NULL;99;1;1;1;1;NULL;99;5;5;5;3;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;NULL
313;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;1;24;2;0;2;1;99; ;6;2;99;7;NULL;1;3;99;192;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;7;Gestión humana - apoyo ;7.1.;Asistente de Gestión Humana    ;;1;5;2;99;1;NULL;3;99;NULL;7;NULL;NULL;NULL;99;1;1;1;1;NULL;99;4;3;2;4;3;4;4;2;4;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
314;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;2;NULL;1;2;2;1;99; ;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;99;99;2;1;99;1;1;3;99;2;NULL;1;44;99;99;1;99;NULL;2;NULL;14;Habitaciones Áreas públicas;14.1.;Asistente de áreas públicas    ;;4;1;2;99;1;NULL;2;99;NULL;3;NULL;NULL;NULL;99;2;1;NULL;NULL;NULL;99;1;2;2;3;5;4;4;1;5;5;4;1;1;1;1;1;1;1;1;1;1;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1
315;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;1;20;2;0;2;1;99; ;7;1;CERP DEL ESTE;7;NULL;2;99;99;99;2;99;99;1;2;NULL;1;1;3;99;5;NULL;2;44;99;99;1;99;NULL;2;2;14;Habitaciones Áreas públicas;14.1.;Asistente de áreas públicas    ;;4;1;2;99;3;NULL;1;99;NULL;7;NULL;NULL;NULL;99;3;3;3;2;2;99;4;4;3;3;3;3;2;1;1;2;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0
316;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;2;21;1;0;2;1;99; ;4;2;99;7;NULL;2;99;99;99;2;99;99;1;2;4;2;1;3;99;3;NULL;2;44;99;99;2;2;99;2;2;14;Habitaciones Áreas públicas;14.1.;Asistente de áreas públicas    ;;1;1;1;3;99;NULL;2;99;NULL;7;NULL;NULL;NULL;99;2;2;1;1;NULL;99;1;1;3;1;5;1;1;5;5;3;1;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1
317;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;2;30;1;1;1;1;99; ;4;2;99;6;INTENDNECIA;1;1;99;NULL;2;99;99;2;1;99;1;1;3;99;5;NULL;2;44;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;4;5;1;4;99;NULL;1;99;NULL;5;NULL;600;200;NULL;3;2;2;1;2;99;3;3;2;2;2;3;3;3;5;5;5;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;1;0;1;1;0;1;1;1;NULL
318;PUNTA DEL ESTE ;TRABAJO;2;1;THE GRAND;120;1;23;2;0;2;1;99; ;7;1;ENGLISH FOR LIFE;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;3;99;5;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;4;3;2;99;1;NULL;4;ERA EL QUE MAS ME SERVIA EN EL MOMENTO;NULL;6;NULL;4800;2050;NULL;3;2;1;1;2;99;5;3;1;1;4;4;1;1;4;3;3;0;1;0;0;1;1;1;1;1;1;99;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1
319;PUNTA DEL ESTE ;TRABAJO;2;1;CONRAD;300;1;33;1;1;0;1;99;2015;3;2;99;6;UTU ESUCLEA DE HOTELERIA (GASTRONOMA Y TURISMO, COCINA ESPECIALIZADA);2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;2;44;99;99;1;99;NULL;1;1;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;1;6;1;18;99;NULL;4;SALIR DE MONTEVIDEO;NULL;8;NULL;4000;100;NULL;1;1;1;1;NULL;99;1;2;3;4;3;1;3;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1
320;PUNTA DEL ESTE ;TRABAJO;2;1;AMERICANA;42;2;23;1;1;1;1;99; ;7;1;FACULTAD DE VETERINARIA;7;NULL;2;99;99;99;1;2;VENDEDOR INDEPENDIENTE;2;3;3;1;1;1;99;2;NULL;1;48;99;99;2;2;99;2;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;1;5;2;99;2;MC. DONALDS ADMINISTRATIVO / CAJERO;4;VINCULO FAMILIAR;NULL;5;NULL;1000;NULL;NULL;4;3;2;1;1;99;5;3;3;4;3;4;3;1;3;5;3;1;0;1;1;1;1;1;1;0;1;99;1;99;0;1;1;1;1;1;0;1;0;1;1;1;1
321;PUNTA DEL ESTE ;TRABAJO;2;1;AMERICANA;42;1;47;1;1;0;1;99;1990;3;2;99;7;NULL;1;3;99;72;1;2;FOOTBALL;2;3;3;1;1;1;99;2;NULL;1;44;99;99;2;2;99;2;1;12;Habitaciones Recepción;12.2.;Recepcionista       ;;3;16;1;8;99;NULL;4;GUSTO Y CUNAOD EMPEZO A TRABAJAR DE JOVEN FUE PRIMERA OPCION Y SEGUIR ;NULL;7;NULL;NULL;NULL;99;3;3;2;1;10;TENER TRABAJO TODO EL ANO;5;5;1;1;3;5;4;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
322;PUNTA DEL ESTE ;TRABAJO;2;1;AMERICANA;42;2;42;2;1;1;1;99; ;4;2;99;7;NULL;1;3;99;720;2;99;99;1;1;99;1;1;1;99;2;NULL;1;50;99;99;1;99;NULL;2;2;7;Gestión humana - apoyo ;7.5.;Otro ;Encargado ;3;16;2;99;2;SUPERMERCADO/CAJA;4;EL SUELDO, GUSTO, ENTRO COMO MUCAMA Y ASCENDIO;NULL;7;NULL;NULL;NULL;99;3;3;1;3;6;99;NULL;4;4;4;4;5;2;NULL;3;5;5;1;1;1;0;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
323;PUNTA DEL ESTE ;TRABAJO;2;1;TANGER;40;1;21;2;1;2;1;99; ;7;1;FACULTAD DE INGENIERIA;7;NULL;2;99;99;99;2;99;99;2;3;3;1;1;1;99;4;NULL;1;56;99;99;2;5;ESTUDIO;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;3;4;2;99;3;NULL;3;99;NULL;5;NULL;875;200;NULL;1;1;1;1;NULL;99;1;1;1;1;1;1;1;2;3;4;1;1;1;1;0;0;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
324;PUNTA DEL ESTE ;TRABAJO;2;1;TANGER;40;1;23;1;4;0;1;99; ;3;2;99;7;NULL;2;99;99;99;1;2;MANTENIMIENTO;2;1;99;1;1;1;99;2;NULL;1;56;99;99;1;99;NULL;2;2;1;Mantenimiento;1.5.;Supervisor de Mantenimiento;;5;5;1;2;99;NULL;2;99;NULL;7;NULL;500;200;NULL;4;2;4;1;6;99;1;5;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;99;1;99;1;1;1;1;0;0;1;1;0;0;1;1;0
325;PUNTA DEL ESTE ;TRABAJO;2;1;TANGER;40;2;41;1;2;0;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;2;3;3;1;1;1;99;2;NULL;2;56;99;99;2;1;99;2;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;1;3;1;12;99;NULL;2;99;NULL;6;NULL;500;NULL;NULL;4;3;1;1;10;TENER TRABAJO TODO EL ANO;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
